share_women,list_rank,reservation,female_leader,number_of_residents,per_capita_income_rupees,incorp_year,manufacturing_product_share,public_goods_number
.4527061,1567,0,0,13588,107803.9,1857,.4574575,3
.4527123,1568,0,0,19262,108500.2,1875,.4769375,2
.4527489,1569,0,0,11632,109001.7,1885,.4643982,2
.4527723,1570,0,0,16051,108293.7,1879,.4729426,1
.4528715,1571,0,0,11803,108503.4,1881,.4616115,2
.4528759,1572,0,0,8922,107389.2,1872,.4692564,0
.4530209,1573,0,1,12303,109068.7,1858,.4711561,10
.4532954,1574,0,0,7636,106449,1886,.4830643,0
.4533635,1575,0,0,10167,109110.2,1889,.4735684,2
.4533818,1576,0,0,11651,107033.7,1858,.4727748,2
.4534189,1577,0,1,13337,106137.4,1893,.4789954,9
.4534693,1578,0,0,13842,106664.1,1868,.4729097,2
.4536596,1579,0,0,15083,108125.9,1892,.469042,1
.4537197,1580,0,0,17713,109465.4,1851,.4728027,1
.4537275,1581,0,0,17200,106614,1894,.4683756,2
.4537409,1582,0,0,18129,108573.6,1862,.4798175,2
.4537456,1583,0,0,13139,106756.5,1851,.4723488,1
.453853,1584,0,0,17230,107662.7,1870,.4761169,4
.4538836,1585,0,1,11630,109852.2,1877,.4718878,12
.4540601,1586,0,1,20027,106624.5,1860,.4747086,11
.4540615,1587,0,0,16153,107614.5,1866,.4810257,2
.4540814,1588,0,0,22428,107878.3,1853,.4754083,2
.4540983,1589,0,0,14372,106623.5,1870,.4807142,3
.4541053,1590,0,0,16178,108852.3,1874,.4726411,2
.4541498,1591,0,0,9631,108472.9,1871,.4752021,3
.4541782,1592,0,1,6706,107618.7,1894,.4792622,10
.454225,1593,0,0,6737,107829.2,1881,.4830109,1
.4542402,1594,0,1,20241,106942.6,1852,.4844241,11
.4542424,1595,0,1,8152,107198,1851,.470325,12
.4542542,1596,0,0,12083,108872.5,1872,.4818623,3
.4542867,1597,0,0,12850,108758.5,1890,.4715517,3
.4542951,1598,0,0,9577,107104.7,1853,.4839117,2
.454351,1599,0,0,18805,107485.3,1869,.4802613,4
.4544194,1600,0,0,18922,107472.6,1850,.4857458,2
.4545209,1601,0,0,14899,106911.4,1889,.4750353,3
.4547491,1602,0,0,15762,107305,1872,.4857136,2
.4547927,1603,0,0,14574,106557.7,1851,.4846281,4
.4548068,1604,0,0,15573,107395.3,1889,.487138,2
.4549548,1605,0,1,19070,106419.1,1891,.4844835,9
.4549575,1606,0,0,7599,106631,1894,.4815135,2
.4550104,1607,0,0,12214,107565.5,1865,.492391,1
.4550757,1608,0,0,10780,106804.3,1880,.4880154,2
.4550931,1609,0,0,20509,107322.6,1894,.4777519,1
.455163,1610,0,0,17197,106668,1862,.4794795,2
.4552763,1611,0,0,3077,108598,1869,.4791651,0
.4552875,1612,0,1,13019,107260.2,1893,.4887039,10
.4554488,1613,0,0,8186,106465.3,1867,.475952,3
.455558,1614,0,0,18519,107021.8,1889,.483176,1
.4555658,1615,0,0,13806,107842,1863,.4812568,1
.4556308,1616,0,0,15170,106261.2,1879,.4831371,2
.4556412,1617,0,0,15761,107881.3,1865,.4874842,2
.4557072,1618,0,0,18391,107645.8,1878,.4864944,2
.4557382,1619,0,0,19992,107519.4,1851,.4863196,2
.455768,1620,0,0,18986,107952.3,1853,.4927107,2
.4558029,1621,0,0,7377,106123.1,1872,.4907658,3
.4559057,1622,0,0,14531,107550.6,1852,.4827931,1
.455921,1623,0,0,19599,105618.5,1882,.4825907,1
.4559506,1624,0,0,17886,106357,1877,.4847011,3
.4559538,1625,0,1,14426,108207.8,1861,.4819617,8
.455956,1626,0,0,25258,107673.3,1862,.4866295,4
.455967,1627,0,1,16048,107266.9,1880,.4757547,11
.4559809,1628,0,0,5057,106851.7,1881,.4885254,3
.4560284,1629,0,0,15810,108048.3,1881,.4979386,2
.4561258,1630,0,0,17759,106352.1,1885,.4890139,1
.4561594,1631,0,1,13651,107557.3,1882,.4893736,11
.4561937,1632,0,1,14103,108100,1865,.4912575,12
.4562155,1633,0,1,29183,106566.7,1892,.4953887,11
.4562545,1634,0,0,12613,106944.4,1879,.4869069,1
.4563051,1635,0,1,20918,106399.2,1860,.48869,9
.4563535,1636,0,0,22080,106493.4,1878,.481797,2
.4564503,1637,0,1,13310,106800.6,1854,.4901121,11
.4565836,1638,0,0,11241,107698.3,1882,.4820618,1
.4566258,1639,0,0,21275,106069.8,1869,.4891469,2
.4567991,1640,0,0,17736,105503.3,1893,.4975668,1
.4568451,1641,0,0,18502,107104.7,1887,.4867861,2
.4568549,1642,0,0,17508,107002.2,1859,.4846063,3
.4568832,1643,0,0,13144,105286.8,1864,.4927351,2
.4570117,1644,0,0,23014,106210.3,1862,.4987667,2
.4570343,1645,0,1,21416,103795.9,1890,.4925584,10
.4570389,1646,0,1,4516,105945,1868,.4922037,9
.4570769,1647,0,0,14834,106265.5,1874,.4933744,3
.4571109,1648,0,1,9616,107159.4,1860,.4956951,11
.4571517,1649,0,0,14947,105415.8,1863,.4876772,3
.4571587,1650,0,0,15735,106197.1,1852,.4856459,2
.4571643,1651,0,0,12966,107038.3,1877,.5017403,1
.457206,1652,0,0,12984,105909.6,1875,.4863107,3
.4573516,1653,0,0,16139,105809.3,1883,.4930076,2
.4573798,1654,0,1,20324,107869.5,1888,.5028213,11
.457411,1655,0,1,10449,107225.8,1872,.4960219,9
.457427,1656,0,1,19337,107522.4,1870,.4891652,9
.4575032,1657,0,0,14879,105185.9,1877,.5090533,1
.457541,1658,0,0,16445,104866.7,1881,.5023149,1
.4575668,1659,0,1,18540,105444.7,1894,.4953867,8
.4575737,1660,0,1,13198,104255.5,1854,.4845736,12
.4576482,1661,0,0,15242,104946.1,1866,.5121251,3
.457728,1662,0,0,19991,106615,1876,.4966746,2
.4577567,1663,0,1,10333,105266.7,1869,.4969601,11
.4577881,1664,0,0,11669,104548.4,1858,.4976565,2
.4579147,1665,0,0,22198,105872.1,1893,.5024549,3
.4579252,1666,0,0,13492,106313.1,1873,.5034726,0
.4581221,1667,0,1,12540,108040.1,1884,.5044187,11
.4581336,1668,0,0,9451,105521.5,1893,.4932087,2
.4581609,1669,0,1,15348,106339.6,1875,.5011238,10
.4583058,1670,0,1,17396,105858.9,1880,.4977451,11
.4583189,1671,0,1,20680,106090,1879,.504697,10
.4583223,1672,0,1,9867,106041.3,1864,.5001422,11
.4583405,1673,0,0,23313,108870.9,1851,.4958976,2
.4583684,1674,0,0,10615,105882.5,1888,.5011835,4
.4584071,1675,0,0,14267,105964.2,1873,.5062563,1
.4585823,1676,0,0,7921,105889.6,1868,.4972484,0
.4586014,1677,0,0,17286,105439.1,1850,.5063471,2
.4586182,1678,0,0,15270,107033,1873,.5052072,1
.4588328,1679,0,0,20793,105085.5,1866,.4982879,2
.4588388,1680,0,0,12150,105961.6,1877,.5136411,1
.4589849,1681,0,1,10072,107649,1888,.5031365,11
.4590431,1682,0,0,19368,106243.3,1894,.4997883,1
.4590701,1683,0,0,13618,106753.9,1850,.506126,2
.4590762,1684,0,0,8002,107304,1881,.5052707,2
.4593104,1685,0,0,15139,105839.5,1872,.5058194,2
.4593153,1686,0,0,10006,105090.6,1891,.5135421,2
.4593395,1687,0,0,6172,106611.6,1851,.5093856,3
.4593982,1688,0,0,18917,104364.5,1878,.506444,4
.4594345,1689,0,0,10667,105419.8,1857,.5143922,1
.4594413,1690,0,0,19740,104263.3,1884,.5050031,2
.4594706,1691,0,0,9834,105015.5,1859,.5042355,0
.4594897,1692,0,0,15749,107350.6,1888,.5019685,2
.4596167,1693,0,0,20537,104986.9,1884,.5113178,3
.4596223,1694,0,0,13646,105498.1,1858,.5112138,2
.4596229,1695,0,0,7064,105150.3,1876,.5116634,5
.4596401,1696,0,1,17887,106183.6,1863,.5084119,10
.4596791,1697,0,0,12909,105005.2,1880,.5081141,2
.4598204,1698,0,0,16066,103180.1,1894,.5151578,2
.4598291,1699,0,0,7899,106379.8,1869,.5067766,2
.4598786,1700,0,0,27906,104815,1883,.5067204,1
.4598848,1701,0,1,13340,106975.8,1885,.5131333,11
.4599639,1702,0,1,14685,104351,1886,.5081251,10
.4599733,1703,0,0,12960,103724.3,1861,.5027192,2
.4600873,1704,0,0,7029,106507.5,1859,.5159764,2
.4601074,1705,0,0,1397,105368.4,1863,.5184459,1
.4601161,1706,0,0,15827,104608.4,1857,.5091257,1
.4601886,1707,0,0,12573,105580.9,1878,.509356,2
.460198,1708,0,0,12240,105270,1853,.508382,4
.4602667,1709,0,0,19551,104851.9,1861,.5156265,2
.4603105,1710,0,0,10867,106412,1858,.5167176,2
.4603156,1711,0,1,22240,104862.2,1856,.5131982,11
.4603571,1712,0,0,16151,103524.6,1888,.5142609,2
.4603572,1713,0,0,14285,104248.4,1892,.51054,1
.4604229,1714,0,1,26080,105444.5,1890,.5160037,11
.4604298,1715,0,1,20263,107051.8,1870,.5103345,11
.4604959,1716,0,0,14453,106490.4,1860,.5177065,2
.4605094,1717,0,0,22406,105885.4,1889,.5170299,1
.4605214,1718,0,0,18541,105475.7,1878,.5130883,2
.4605869,1719,0,0,17956,103194.4,1884,.5125476,3
.460611,1720,0,0,4867,105288.7,1889,.5209498,4
.4606731,1721,0,0,16783,105936.8,1876,.5117242,3
.4607262,1722,0,0,23782,105193.7,1876,.5123652,2
.4608747,1723,0,0,5866,106386.1,1853,.5023302,2
.4608989,1724,0,0,16593,105508.3,1869,.5171083,4
.4609287,1725,0,1,19812,103787.5,1866,.5187204,12
.4609506,1726,0,0,8496,105295.6,1886,.5214577,1
.4609863,1727,0,0,13325,105413.9,1857,.5111105,2
.4610791,1728,0,1,19004,106265.7,1855,.5158644,11
.4611103,1729,0,0,19170,106554.7,1883,.5153118,3
.4611157,1730,0,0,9632,105597.3,1874,.5259379,2
.4611744,1731,0,0,8622,106382.1,1894,.5145897,2
.4612034,1732,0,1,13562,104625.5,1865,.519083,10
.4614231,1733,0,0,10397,104910.9,1856,.516328,1
.4614237,1734,0,0,16545,105997.5,1882,.5261636,1
.4614384,1735,0,0,21713,104696.8,1860,.5164193,2
.4614569,1736,0,0,10549,105080.1,1875,.5199368,1
.4615555,1737,0,0,9823,106038.4,1851,.5183977,2
.4616058,1738,0,0,17938,105441.7,1889,.5239026,1
.4616353,1739,0,0,17033,105594.4,1888,.5244245,2
.4617229,1740,0,0,18651,105091.5,1865,.5221915,1
.4617591,1741,0,1,10704,103240.4,1854,.5178476,8
.4617632,1742,0,1,18972,105327.5,1855,.528198,11
.4617928,1743,0,1,15088,105032.4,1852,.522413,10
.4618223,1744,0,1,14996,105383.6,1871,.5254747,9
.4618759,1745,0,0,12708,103201,1859,.5172377,2
.4619175,1746,0,1,21308,103940.7,1853,.5208764,9
.4619351,1747,0,0,12891,104893.6,1886,.5208432,2
.4619631,1748,0,0,19917,104476.3,1856,.5339994,1
.4619712,1749,0,0,21253,104890.5,1878,.5218663,2
.4620529,1750,0,0,11504,103353.7,1883,.5211051,3
.4621778,1751,0,0,9801,102442.5,1871,.5312436,3
.462292,1752,0,1,12036,107158.9,1854,.5223165,9
.4623071,1753,0,1,17624,104812.7,1857,.520561,11
.4623207,1754,0,0,17686,103787.8,1876,.524042,1
.4623251,1755,0,0,24248,105924.6,1878,.5244731,1
.46233,1756,0,0,5257,103803.6,1884,.5280695,2
.4623556,1757,0,0,21720,102860.8,1873,.5210071,3
.4623563,1758,0,0,17612,103162.6,1893,.5201344,2
.4624521,1759,0,1,12534,105259.9,1882,.5231339,11
.4624755,1760,0,0,23788,105352.1,1872,.5189803,2
.4624918,1761,0,0,16275,106536.6,1859,.5259355,3
.4625713,1762,0,1,15931,102978.1,1888,.5314345,10
.4626094,1763,0,0,11732,102850.6,1891,.5316039,1
.4626269,1764,0,0,5210,104866.7,1851,.5295468,3
.4626274,1765,0,1,17795,103488.2,1853,.5238121,8
.4626403,1766,0,0,17370,105655.7,1879,.5463167,1
.4627297,1767,0,0,11346,105965.1,1879,.5254697,1
.462742,1768,0,0,20679,104824.9,1856,.5303001,4
.462772,1769,0,1,17542,103996.2,1862,.5260068,8
.4627911,1770,0,0,14004,101945.2,1893,.5365902,4
.4627998,1771,0,0,12430,103876.4,1885,.5290571,3
.4628054,1772,0,1,14618,103185.1,1856,.5337669,9
.4628575,1773,0,1,18957,104898.5,1862,.537367,10
.4629048,1774,0,0,21696,104540.2,1856,.5251052,2
.4629582,1775,0,0,11187,102583.9,1864,.5339943,1
.4629646,1776,0,0,11291,104319.6,1862,.5246212,2
.4629864,1777,0,1,16262,105048.8,1869,.5443674,10
.4630005,1778,0,1,7550,102833.3,1887,.5351648,10
.4630411,1779,0,0,20544,106059,1865,.5360845,0
.4631154,1780,0,0,19486,103933.5,1891,.5398099,2
.4631182,1781,0,0,16165,103538.1,1883,.5371502,1
.4632333,1782,0,0,9726,104457.2,1863,.532628,3
.4632607,1783,0,1,11919,106302.4,1864,.5314797,10
.4634156,1784,0,1,17578,105751.2,1880,.5333239,10
.4634581,1785,0,0,18834,103346.9,1892,.541719,2
.4634581,1786,0,0,15276,105145.7,1870,.5299505,3
.4635796,1787,0,0,15878,102969.7,1873,.5358129,2
.4636321,1788,0,0,4194,105222.9,1865,.5431907,2
.4637307,1789,0,0,16242,104482.3,1892,.5311998,3
.463748,1790,0,1,7016,104722.5,1893,.5404314,10
.4638512,1791,0,1,8575,104123.9,1851,.5333877,10
.4638731,1792,0,0,16304,104620.1,1857,.5391206,2
.4638872,1793,0,1,12432,104701.5,1885,.5337457,9
.4639115,1794,0,0,11399,101870.7,1868,.541239,3
.4639123,1795,0,0,6604,104319.7,1870,.5415878,2
.4640571,1796,0,0,17101,103645.3,1886,.5335621,2
.4641187,1797,0,0,7102,102244,1887,.5363225,1
.464205,1798,0,1,11637,103088.3,1892,.532663,11
.4642091,1799,0,0,20616,104349.9,1871,.5454996,2
.4642514,1800,0,0,13201,103984.9,1894,.5416092,2
.4642569,1801,0,1,9830,103388.1,1870,.5405292,11
.4642813,1802,0,0,20527,103848,1877,.5470359,2
.4642816,1803,0,1,15678,105176.4,1882,.543909,10
.4643943,1804,0,0,13647,102515.5,1870,.5451455,1
.464466,1805,0,0,12353,102695.1,1872,.5308467,1
.4645265,1806,0,0,16485,104837.1,1895,.5347629,2
.4645879,1807,0,0,20543,105104.7,1859,.5465387,3
.4646137,1808,0,0,15339,103736.2,1893,.5355889,2
.4646561,1809,0,0,19202,103532.9,1875,.550176,3
.4646605,1810,0,0,13341,103290.2,1853,.5358469,0
.4647014,1811,0,0,23445,104627.1,1881,.5518508,0
.4647838,1812,0,0,14615,103577.3,1882,.5490399,2
.4647904,1813,0,0,17236,101664.6,1865,.5499352,3
.4649384,1814,0,0,16322,102128.3,1876,.5433472,1
.4650087,1815,0,0,11230,103420.5,1889,.5442931,2
.4650955,1816,0,1,7114,103123.5,1868,.5462774,9
.4650984,1817,0,0,13692,104288.3,1862,.5495038,1
.4651128,1818,0,0,15225,103967.2,1865,.5394365,1
.4651648,1819,0,1,7253,103875.4,1888,.5487176,10
.4653124,1820,0,0,8149,104900.3,1874,.5447047,3
.4653599,1821,0,1,19519,104554.6,1891,.548351,12
.4654721,1822,0,0,17973,104568.8,1881,.5470141,3
.4654756,1823,0,0,20716,103478.3,1884,.5366983,4
.4654891,1824,0,0,17475,100827,1866,.5501932,1
.4655228,1825,0,0,9558,103731.2,1864,.5489373,2
.465559,1826,0,0,16517,104069.4,1861,.5519611,2
.4655976,1827,0,1,6952,103450.1,1874,.54405,11
.4656049,1828,0,0,26037,102091.1,1886,.5502241,2
.465636,1829,0,1,17580,103890.5,1879,.5516845,10
.4656396,1830,0,0,11261,101929,1894,.5486622,3
.4657978,1831,0,0,13865,103170.5,1887,.5494069,2
.4658158,1832,0,0,22001,104075.2,1850,.5585185,5
.4658982,1833,0,0,17496,104082.8,1892,.5544444,3
.4659908,1834,0,1,11124,100884.5,1893,.551122,10
.4660059,1835,0,0,12502,104148,1864,.5518832,1
.466011,1836,0,0,12537,101830.6,1865,.5476335,2
.4660851,1837,0,0,12562,102244.7,1851,.5575227,2
.4661183,1838,0,0,3307,103585.9,1888,.5558909,4
.4661652,1839,0,1,3016,102913.7,1885,.5490812,8
.4662255,1840,0,0,18162,103047.2,1892,.5515273,4
.4662657,1841,0,1,16776,101693.3,1874,.5503542,11
.4662976,1842,0,0,18966,102830.6,1867,.5533126,4
.4663393,1843,0,0,4255,102899,1867,.5528453,3
.4664505,1844,0,0,8312,104509.4,1890,.5483519,2
.4664569,1845,0,1,16360,102220.7,1867,.5645129,11
.4664844,1846,0,1,18384,102946,1861,.5577253,10
.4665271,1847,0,1,18794,104076.6,1854,.5481038,12
.466531,1848,0,0,28734,101926.8,1894,.548223,3
.4665526,1849,0,0,18827,102256.6,1877,.5573773,2
.4665827,1850,0,0,10897,102792.2,1854,.5496842,1
.4667377,1851,0,0,17603,102188.1,1884,.5550102,2
.4667938,1852,0,0,16991,104011.8,1879,.5568593,3
.4668044,1853,0,0,14598,102671.5,1856,.5526268,2
.4668849,1854,0,0,14351,100252.8,1887,.5580606,2
.4669169,1855,0,0,16022,101779.6,1883,.5584481,0
.4669631,1856,0,0,14890,101613.2,1862,.5625939,2
.4670087,1857,0,1,19355,104696.9,1882,.5606822,8
.4670139,1858,0,0,22522,101717.8,1894,.5490756,2
.4670266,1859,0,1,15963,103694.9,1877,.5621593,10
.4670701,1860,0,1,13896,101803.5,1856,.5621173,10
.4671214,1861,0,1,17573,103976.8,1867,.5657346,10
.4671335,1862,0,0,18033,103253,1859,.5637457,1
.4671614,1863,0,0,17637,102837.5,1869,.5506953,3
.4673588,1864,0,0,17721,102617.3,1852,.5589872,2
.4674761,1865,0,0,12141,104062.7,1886,.5562978,2
.4675038,1866,0,0,17680,105348.1,1852,.5645698,2
.4675162,1867,0,0,11054,102257,1857,.5556217,2
.4675164,1868,0,0,13295,102813.4,1874,.5664678,1
.4675221,1869,0,0,13956,101539,1886,.5587279,1
.4675329,1870,0,1,14383,101349,1892,.5709759,8
.4675578,1871,0,0,3909,102566.4,1888,.559885,1
.4675694,1872,0,0,17569,102160.6,1884,.5591828,1
.4676165,1873,0,0,19616,102026.6,1891,.5608668,2
.4676633,1874,0,1,10737,100571.7,1884,.5695667,10
.4677337,1875,0,0,26490,103587.2,1854,.5663457,2
.4678747,1876,0,0,6981,102310.2,1850,.5599236,2
.4679067,1877,0,0,21964,102801.7,1871,.560456,0
.4680188,1878,0,0,18332,101287.4,1876,.5629693,0
.4680275,1879,0,0,11902,102624.2,1879,.5711511,0
.4681009,1880,0,0,21147,100808,1870,.5637922,2
.4681565,1881,0,1,16248,103135.4,1891,.5603826,11
.468196,1882,0,0,15030,100461.6,1859,.5710407,2
.4683006,1883,0,0,14821,101657.1,1895,.5677016,1
.4683798,1884,0,0,11832,102601.6,1875,.5641144,1
.4684925,1885,0,0,18164,102199.3,1851,.565257,3
.4684957,1886,0,0,16620,102787.2,1893,.5592348,2
.468628,1887,0,1,13157,103596.9,1874,.5624256,11
.4686884,1888,0,0,9359,101430.5,1890,.5716965,3
.4688053,1889,0,1,16539,102590.5,1880,.5661227,10
.4688444,1890,0,1,16245,100256.7,1852,.5690338,9
.4689298,1891,0,0,10034,99672.3,1859,.5652803,1
.4689642,1892,0,0,11361,102898.9,1873,.566534,2
.4689956,1893,0,1,11005,101409.4,1885,.5742198,8
.4690214,1894,0,0,25746,103302.4,1891,.5702042,2
.4690514,1895,0,0,16109,101445.5,1865,.5722851,4
.4691454,1896,0,0,19503,102881.8,1886,.5695302,3
.4693381,1897,0,0,18126,103725.6,1872,.5672331,3
.4693478,1898,0,1,17629,101399.4,1858,.5786585,11
.469471,1899,0,1,14475,99508.77,1853,.5718952,12
.4695432,1900,0,0,10963,103163.1,1884,.5737282,1
.4695466,1901,0,0,16083,103627.4,1886,.5703318,2
.4696154,1902,0,0,20445,101749,1871,.5620883,2
.4696451,1903,0,0,8540,101658.1,1853,.5698872,4
.4696552,1904,0,0,10298,101570.8,1851,.5797324,2
.4696557,1905,0,1,11959,102087.8,1869,.5747957,9
.4697446,1906,0,0,12640,101432.1,1886,.5688636,2
.4697677,1907,0,0,21469,101210,1889,.5710852,4
.4697946,1908,0,0,11822,101631.5,1877,.5625241,3
.4698597,1909,0,1,14461,99672.32,1889,.5754613,11
.4698717,1910,0,0,20198,102420.7,1863,.576571,3
.4699489,1911,0,0,19108,101314.8,1893,.5780537,1
.4699503,1912,0,1,12856,102031.4,1883,.56533,11
.469955,1913,0,0,8733,100525.9,1877,.5710086,3
.4699607,1914,0,0,17113,102231,1887,.5750259,1
.4699832,1915,0,0,12680,101448.4,1883,.581069,1
.4701227,1916,0,0,5558,101539.1,1888,.5819815,4
.4701627,1917,0,1,9695,101879.8,1852,.5738872,11
.4703023,1918,0,0,11236,101590.7,1873,.5757111,1
.4703182,1919,0,0,26370,102847.4,1871,.57682,3
.4703621,1920,0,0,18641,103008.4,1853,.5717228,3
.4704262,1921,0,0,16737,101611.1,1878,.576552,1
.4704575,1922,0,0,21460,100921.7,1863,.5734531,1
.4705221,1923,0,0,18262,101505.8,1869,.5838782,3
.4705242,1924,0,0,15611,103130.6,1864,.582796,2
.4706688,1925,0,0,8480,100865.1,1857,.5764042,2
.4707256,1926,0,0,13223,100542.6,1877,.5783807,1
.4708417,1927,0,0,18846,101957.7,1883,.5803035,3
.470842,1928,0,0,14426,100229.6,1883,.5746809,3
.4709218,1929,0,0,13806,102387.7,1882,.5842528,0
.4709299,1930,0,0,18613,101062.5,1891,.5784861,3
.4709832,1931,0,0,7738,99877.54,1852,.5821568,3
.4710341,1932,0,0,13776,98825.99,1885,.5867571,2
.4710366,1933,0,0,14002,102487,1878,.5820751,1
.4710451,1934,0,0,22934,100425.8,1885,.5862873,3
.471117,1935,0,1,10948,101095.6,1859,.5828357,10
.4711238,1936,0,1,18007,101785.7,1861,.5775487,11
.4711692,1937,0,1,16666,101280.8,1889,.5814078,11
.4712125,1938,0,0,15674,101443.4,1870,.5887218,2
.4712201,1939,0,1,11655,101330.4,1888,.5790607,12
.4713325,1940,0,0,8028,100237.9,1862,.5810551,3
.4713821,1941,0,0,8730,103331.4,1860,.5779467,2
.4714708,1942,0,0,12866,100767.3,1871,.5809709,3
.471481,1943,0,1,15215,101008.5,1851,.5863059,10
.4714904,1944,0,0,21283,103306.6,1850,.5745663,4
.4715461,1945,0,0,15608,102649.3,1862,.5878624,3
.4715524,1946,0,0,16169,100755.1,1885,.5782294,2
.4716582,1947,0,1,6844,101076.5,1855,.5819313,11
.4718073,1948,0,0,17603,102116.4,1895,.5866955,0
.4720274,1949,0,0,12170,101993.1,1858,.5854152,2
.4720318,1950,0,0,14126,100899.4,1891,.5918804,2
.4720852,1951,0,0,14840,102645.4,1867,.5856259,1
.4720857,1952,0,0,17303,100443.6,1872,.5975515,0
.4721046,1953,0,0,13846,102455.4,1852,.5833063,2
.4721279,1954,0,0,20129,100939,1865,.5940019,2
.4722141,1955,0,1,14169,101540.8,1876,.5874629,9
.4723275,1956,0,1,13054,101543.8,1859,.5855781,10
.4723285,1957,0,0,11638,100621.3,1895,.5883937,2
.4723585,1958,0,0,10115,98354.09,1890,.5877204,3
.4723946,1959,0,0,14019,99260.16,1874,.5771908,0
.472436,1960,0,0,11176,100088,1875,.5875241,2
.4725587,1961,0,0,19196,100102.7,1874,.5871934,3
.4725951,1962,0,0,12443,99685.49,1892,.5815238,2
.4726053,1963,0,0,15966,102333.3,1856,.5789845,2
.472607,1964,0,0,17220,102249,1879,.5893131,3
.472633,1965,0,0,1832,100932.2,1871,.5868374,2
.4726761,1966,0,0,13782,101323.9,1880,.59759,4
.4726805,1967,0,0,18918,102963.1,1855,.5928174,2
.472708,1968,0,1,12329,100486.5,1865,.5924851,9
.4727361,1969,0,0,19140,100675.3,1864,.5908707,2
.472822,1970,0,1,12482,100746.4,1874,.585178,10
.4728386,1971,0,1,13557,101928.1,1892,.5883102,10
.4729925,1972,0,0,11742,100549.1,1873,.5954005,1
.4730229,1973,0,0,11466,99781.1,1867,.5933291,2
.4730242,1974,0,0,10796,99199.1,1892,.5917342,3
.4730464,1975,0,0,4099,99482.59,1863,.5937018,1
.4732192,1976,0,0,9763,100561.1,1891,.5850087,1
.4732201,1977,0,0,16954,100750.4,1877,.5923809,1
.4732204,1978,0,0,18982,99764.57,1888,.5925967,2
.4732497,1979,0,0,26523,99616.25,1855,.5984101,1
.4732606,1980,0,0,16451,101342.3,1874,.5948114,3
.473301,1981,0,0,12787,99983.34,1856,.5941964,1
.4733271,1982,0,0,8109,100385.3,1853,.5973452,1
.4734203,1983,0,0,8239,100663.7,1885,.5990534,3
.4734306,1984,0,0,20300,100868.2,1894,.5943816,2
.4734356,1985,0,1,4107,101396.9,1861,.6049595,10
.4734637,1986,0,1,12409,99883.04,1864,.5960394,11
.473527,1987,0,0,17258,101340.4,1885,.5997257,3
.4735281,1988,0,1,20064,99146.05,1871,.5956554,10
.4736337,1989,0,0,13021,100069.3,1861,.5989819,2
.4736354,1990,0,0,13259,100345.5,1891,.5931666,2
.4737234,1991,0,0,10857,99954.33,1888,.5878026,0
.4737305,1992,0,0,15373,102139.4,1874,.596661,1
.4737719,1993,0,0,14014,99648.16,1885,.5931426,2
.4738391,1994,0,0,16643,98827.7,1884,.5942543,2
.4738866,1995,0,0,19329,99941.67,1879,.5950174,2
.473903,1996,0,0,11670,101131.3,1879,.5988905,3
.4739315,1997,0,0,20216,101198.3,1884,.600883,1
.473947,1998,0,0,24457,98011.77,1882,.5952674,0
.4739762,1999,0,0,16538,99430.34,1865,.5932037,4
.4739821,2000,0,0,18713,101082.6,1878,.6080282,4
.4740653,2001,0,0,10925,100520.7,1863,.6054263,2
.4741201,2002,0,0,9105,97997.7,1856,.5935392,4
.4741735,2003,0,0,11652,97685.54,1886,.5991449,2
.4742827,2004,0,1,12367,101485.6,1866,.6070171,12
.4742897,2005,0,1,18452,101584.6,1880,.5930659,9
.4743345,2006,0,0,5220,98804.38,1871,.6067474,1
.4743802,2007,0,0,13766,99208.85,1873,.5985935,1
.4743963,2008,0,0,9167,99997.19,1865,.6039153,1
.474525,2009,0,0,9700,99929.47,1865,.5997968,2
.4746998,2010,0,0,12258,97897.61,1866,.6044701,3
.4747136,2011,0,0,22179,100741.8,1864,.6017861,0
.4747173,2012,0,0,17770,99091.87,1893,.5941669,3
.4747278,2013,0,1,25442,100577.3,1851,.6015291,11
.4747573,2014,0,0,16608,99949.47,1867,.6019384,1
.4748527,2015,0,1,17249,97571.15,1855,.6044532,12
.4748729,2016,0,1,7608,100082.3,1872,.609913,10
.4749141,2017,0,0,13914,98728.58,1880,.6125047,1
.474925,2018,0,0,10380,98342.6,1893,.6128951,0
.4749483,2019,0,0,21149,101079.6,1884,.5969321,2
.4749888,2020,0,0,11813,100532.8,1876,.6030884,2
.4750126,2021,0,0,23411,99201.77,1870,.6077888,2
